iter	Passed	Remaining
1665	101304	212034
1666	101360	211963
1667	101415	211890
1668	101473	211823
1669	101528	211751
1670	101585	211681
1671	101639	211606
1672	101693	211532
1673	101752	211467
1674	101811	211402
1675	101872	211342
1676	101951	211320
1677	102008	211252
1678	102065	211183
1679	102120	211110
1680	102179	211045
1681	102237	210978
1682	102294	210909
1683	102349	210837
1684	102405	210766
1685	102460	210693
1686	102513	210618
1687	102569	210546
1688	102625	210477
1689	102680	210404
1690	102734	210329
1691	102790	210259
1692	102846	210188
1693	102917	210147
1694	102991	210114
1695	103052	210053
1696	103110	209987
1697	103168	209921
1698	103225	209853
1699	103279	209778
1700	103335	209709
1701	103404	209664
1702	103461	209596
1703	103515	209520
1704	103570	209449
1705	103629	209384
1706	103686	209316
1707	103744	209250
1708	103799	209178
1709	103857	209112
1710	103926	209068
1711	103985	209002
1712	104040	208931
1713	104096	208860
1714	104150	208787
1715	104207	208719
1716	104267	208656
1717	104323	208585
1718	104379	208515
1719	104430	208435
1720	104482	208357
1721	104534	208279
1722	104589	208207
1723	104646	208140
1724	104700	208066
1725	104756	207996
1726	104811	207923
1727	104867	207852
1728	104922	207780
1729	104994	207742
1730	105047	207667
1731	105103	207598
1732	105158	207525
1733	105213	207453
1734	105270	207386
1735	105325	207313
1736	105383	207247
1737	105436	207172
1738	105491	207100
1739	105546	207028
1740	105601	206956
1741	105657	206886
1742	105711	206814
1743	105769	206747
1744	105823	206675
1745	105878	206603
1746	105934	206532
1747	106009	206500
1748	106065	206429
1749	106121	206359
1750	106176	206290
1751	106229	206214
1752	106285	206143
1753	106340	206072
1754	106399	206008
1755	106457	205943
1756	106512	205871
1757	106567	205800
1758	106620	205725
1759	106676	205656
1760	106733	205588
1761	106788	205515
1762	106844	205446
1763	106899	205376
1764	106954	205303
1765	107027	205267
1766	107083	205197
1767	107141	205131
1768	107195	205058
1769	107248	204983
1770	107305	204916
1771	107361	204846
1772	107415	204774
1773	107471	204704
1774	107524	204630
1775	107581	204562
1776	107637	204493
1777	107692	204422
1778	107751	204358
1779	107806	204286
1780	107862	204217
1781	107917	204147
1782	107982	204094
1783	108042	204032
1784	108097	203961
1785	108153	203892
1786	108208	203822
1787	108264	203753
1788	108320	203684
1789	108374	203610
1790	108429	203539
1791	108483	203466
1792	108535	203391
1793	108589	203317
1794	108645	203248
1795	108702	203181
1796	108755	203108
1797	108810	203036
1798	108867	202970
1799	108923	202900
1800	108975	202824
1801	109049	202788
1802	109104	202717
1803	109159	202647
1804	109217	202581
1805	109277	202520
1806	109330	202445
1807	109386	202376
1808	109443	202310
1809	109497	202237
1810	109552	202167
1811	109605	202092
1812	109660	202022
1813	109716	201953
1814	109772	201884
1815	109827	201813
1816	109882	201744
1817	109936	201671
1818	109992	201602
1819	110066	201566
1820	110124	201502
1821	110178	201429
1822	110238	201368
1823	110292	201296
1824	110344	201219
1825	110399	201149
1826	110454	201079
1827	110510	201009
1828	110566	200941
1829	110618	200866
1830	110671	200792
1831	110729	200726
1832	110782	200654
1833	110834	200578
1834	110888	200506
1835	110943	200434
1836	110998	200364
1837	111065	200317
1838	111122	200250
1839	111196	200213
1840	111251	200144
1841	111305	200071
1842	111362	200005
1843	111415	199932
1844	111471	199862
1845	111524	199790
1846	111582	199724
1847	111637	199654
1848	111689	199579
1849	111745	199510
1850	111798	199437
1851	111852	199366
1852	111903	199288
1853	111957	199216
1854	112010	199144
1855	112083	199104
1856	112137	199032
1857	112191	198962
1858	112243	198886
1859	112301	198821
1860	112357	198754
1861	112411	198683
1862	112464	198608
1863	112524	198546
1864	112579	198477
1865	112631	198402
1866	112683	198328
1867	112737	198256
1868	112797	198195
1869	112850	198122
1870	112907	198055
1871	112963	197988
1872	113018	197918
1873	113080	197860
1874	113139	197797
1875	113193	197727
1876	113247	197654
1877	113302	197584
1878	113354	197511
1879	113408	197440
1880	113462	197367
1881	113519	197302
1882	113573	197230
1883	113626	197157
1884	113682	197089
1885	113737	197020
1886	113795	196956
1887	113849	196884
1888	113901	196809
1889	113954	196738
1890	114008	196665
1891	114063	196596
1892	114137	196559
1893	114189	196486
1894	114245	196417
1895	114299	196346
1896	114360	196288
1897	114418	196223
1898	114477	196161
1899	114537	196099
1900	114593	196032
1901	114647	195961
1902	114704	195895
1903	114762	195832
1904	114821	195768
1905	114879	195705
1906	114936	195638
1907	114992	195570
1908	115046	195501
1909	115118	195460
1910	115176	195396
1911	115237	195336
1912	115298	195277
1913	115361	195222
1914	115423	195164
1915	115485	195107
1916	115547	195050
1917	115608	194990
1918	115662	194920
1919	115715	194848
1920	115771	194781
1921	115829	194716
1922	115887	194652
1923	115941	194582
1924	115994	194509
1925	116048	194438
1926	116119	194396
1927	116177	194331
1928	116230	194260
1929	116287	194194
1930	116342	194124
1931	116397	194055
1932	116454	193991
1933	116510	193923
1934	116565	193853
1935	116619	193783
1936	116675	193715
1937	116731	193648
1938	116784	193577
1939	116839	193507
1940	116893	193436
1941	116947	193366
1942	116998	193290
1943	117055	193225
1944	117111	193159
1945	117311	193328
1946	117366	193260
1947	117419	193187
1948	117474	193118
1949	117529	193049
1950	117583	192978
1951	117637	192908
1952	117692	192840
1953	117745	192767
1954	117799	192696
1955	117853	192627
1956	117907	192555
1957	117961	192485
1958	118017	192418
1959	118072	192349
1960	118129	192283
1961	118184	192214
1962	118239	192146
1963	118311	192105
1964	118365	192035
1965	118419	191964
1966	118478	191902
1967	118533	191833
1968	118588	191766
1969	118643	191695
1970	118698	191628
1971	118757	191564
1972	118811	191495
1973	118864	191423
1974	118918	191352
1975	118971	191282
1976	119025	191211
1977	119081	191143
1978	119134	191072
1979	119191	191008
1980	119247	190940
1981	119320	190900
1982	119375	190831
1983	119431	190764
1984	119493	190708
1985	119552	190646
1986	119607	190577
1987	119661	190507
1988	119720	190445
1989	119776	190378
1990	119829	190307
1991	119885	190240
1992	119937	190166
1993	119991	190096
1994	120044	190025
1995	120101	189960
1996	120158	189894
1997	120214	189827
1998	120266	189755
1999	120338	189712
2000	120392	189643
2001	120446	189573
2002	120503	189508
2003	120561	189444
2004	120615	189375
2005	120672	189310
2006	120724	189237
2007	120782	189173
2008	120833	189099
2009	120887	189029
2010	120944	188963
2011	120999	188896
2012	121054	188828
2013	121110	188761
2014	121164	188691
2015	121220	188625
2016	121276	188558
2017	121342	188507
2018	121394	188435
2019	121449	188367
2020	121505	188300
2021	121559	188230
2022	121617	188166
2023	121673	188101
2024	121730	188035
2025	121789	187974
2026	121844	187906
2027	121899	187837
2028	121958	187775
2029	122012	187706
2030	122066	187636
2031	122122	187570
2032	122173	187496
2033	122228	187429
2034	122281	187358
2035	122350	187311
2036	122407	187246
2037	122459	187173
2038	122513	187104
2039	122567	187035
2040	122625	186972
2041	122678	186901
2042	122733	186834
2043	122789	186766
2044	122842	186696
2045	122896	186627
2046	122952	186561
2047	123007	186493
2048	123064	186429
2049	123120	186362
2050	123172	186290
2051	123226	186221
2052	123280	186151
2053	123333	186080
2054	123408	186043
2055	123464	185976
2056	123520	185910
2057	123572	185839
2058	123627	185771
2059	123681	185702
2060	123737	185636
2061	123792	185568
2062	123857	185516
2063	123913	185449
2064	123967	185380
2065	124021	185312
2066	124078	185247
2067	124133	185179
2068	124186	185109
2069	124240	185039
2070	124295	184973
2071	124350	184905
2072	124424	184865
2073	124480	184800
2074	124536	184733
2075	124591	184666
2076	124646	184598
2077	124702	184533
2078	124758	184466
2079	124815	184402
2080	124868	184332
2081	124923	184265
2082	124978	184197
2083	125030	184126
2084	125086	184060
2085	125143	183995
2086	125198	183928
2087	125253	183861
2088	125309	183795
2089	125365	183729
2090	125439	183690
2091	125496	183625
2092	125553	183561
2093	125609	183495
2094	125665	183429
2095	125724	183367
2096	125779	183301
2097	125835	183234
2098	125889	183166
2099	125941	183094
2100	125997	183029
2101	126053	182963
2102	126106	182893
2103	126163	182829
2104	126220	182765
2105	126281	182705
2106	126336	182639
2107	126389	182568
2108	126465	182531
2109	126529	182479
2110	126600	182434
2111	126703	182436
2112	126803	182433
2113	126882	182400
2114	126953	182356
2115	127023	182311
2116	127084	182252
2117	127147	182196
2118	127216	182149
2119	127278	182092
2120	127343	182039
2121	127400	181974
2122	127479	181942
2123	127536	181877
2124	127596	181817
2125	127657	181758
2126	127727	181712
2127	127797	181667
2128	127867	181621
2129	127934	181570
2130	128002	181522
2131	128077	181482
2132	128143	181430
2133	128212	181384
2134	128278	181331
2135	128334	181266
2136	128395	181207
2137	128484	181189
2138	128554	181141
2139	128610	181076
2140	128668	181013
2141	128730	180956
2142	128799	180908
2143	128867	180859
2144	128940	180817
2145	129010	180770
2146	129072	180713
2147	129129	180648
2148	129191	180591
2149	129253	180533
2150	129310	180469
2151	129370	180409
2152	129430	180349
2153	129503	180306
2154	129567	180252
2155	129625	180189
2156	129682	180124
2157	129740	180061
2158	129801	180002
2159	129862	179943
2160	129921	179881
2161	129983	179823
2162	130043	179764
2163	130107	179709
2164	130165	179647
2165	130225	179586
2166	130283	179522
2167	130341	179459
2168	130403	179401
2169	130461	179339
2170	130541	179306
2171	130600	179245
2172	130661	179186
2173	130721	179125
2174	130784	179069
2175	130843	179007
2176	130914	178962
2177	130985	178917
2178	131056	178872
2179	131126	178824
2180	131197	178779
2181	131279	178749
2182	131347	178700
2183	131409	178642
2184	131467	178579
2185	131542	178539
2186	131608	178486
2187	131672	178432
2188	131735	178375
2189	131795	178315
2190	131859	178260
2191	131922	178204
2192	131994	178159
2193	132062	178109
2194	132126	178055
2195	132202	178016
2196	132272	177969
2197	132343	177922
2198	132411	177873
2199	132477	177820
2200	132696	177974
2201	132760	177918
2202	132819	177855
2203	132881	177797
2204	132945	177742
2205	133008	177686
2206	133064	177620
2207	133122	177556
2208	133185	177500
2209	133259	177458
2210	133329	177411
2211	133399	177363
2212	133471	177319
2213	133540	177269
2214	133610	177222
2215	133682	177177
2216	133779	177166
2217	133844	177111
2218	133906	177053
2219	133971	176999
2220	134038	176948
2221	134108	176900
2222	134185	176862
2223	134265	176826
2224	134334	176777
2225	134398	176722
2226	134468	176674
2227	134536	176624
2228	134603	176572
2229	134665	176514
2230	134745	176480
2231	134823	176441
2232	134898	176400
2233	134967	176351
2234	135037	176304
2235	135110	176259
2236	135187	176221
2237	135254	176169
2238	135322	176118
2239	135387	176064
2240	135450	176006
2241	135515	175952
2242	135581	175899
2243	135651	175851
2244	135712	175791
2245	135796	175761
2246	135853	175697
2247	135915	175637
2248	135976	175578
2249	136038	175519
2250	136099	175460
2251	136163	175403
2252	136225	175345
2253	136288	175288
2254	136352	175232
2255	136413	175172
2256	136475	175114
2257	136539	175058
2258	136615	175018
2259	136691	174977
2260	136766	174935
2261	136853	174908
2262	136917	174852
2263	136974	174787
2264	137036	174729
2265	137093	174663
2266	137153	174602
2267	137212	174540
2268	137272	174479
2269	137338	174425
2270	137399	174365
2271	137460	174306
2272	137524	174250
2273	137583	174187
2274	137647	174131
2275	137710	174074
2276	137765	174007
2277	137849	173976
2278	137909	173914
2279	137971	173856
2280	138029	173792
2281	138089	173731
2282	138149	173669
2283	138213	173614
2284	138279	173560
2285	138344	173505
2286	138407	173448
2287	138465	173384
2288	138526	173324
2289	138588	173265
2290	138650	173206
2291	138712	173149
2292	138775	173090
2293	138854	173054
2294	138919	172998
2295	138979	172937
2296	139040	172877
2297	139102	172818
2298	139166	172762
2299	139227	172703
2300	139291	172646
2301	139352	172586
2302	139414	172527
2303	139475	172467
2304	139540	172413
2305	139600	172351
2306	139662	172292
2307	139726	172236
2308	139787	172176
2309	139870	172143
2310	139946	172102
2311	140011	172047
2312	140075	171990
2313	140137	171931
2314	140199	171872
2315	140260	171812
2316	140324	171756
2317	140391	171703
2318	140454	171646
2319	140519	171591
2320	140586	171538
2321	140653	171486
2322	140722	171436
2323	140788	171381
2324	140855	171329
2325	140941	171298
2326	141015	171254
2327	141082	171201
2328	141146	171145
2329	141214	171094
2330	141278	171037
2331	141344	170983
2332	141411	170930
2333	141475	170873
2334	141540	170818
2335	141605	170763
